"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"2972329977352023329"	"False"	"High"	"IsMasterProtein"	"SMED3_DN888_c0_g4_i5.p1"	"SMED3_DN888_c0_g4~~SMED3_DN888_c0_g4_i5.p1  ORF type:5prime_partial len:428 (-),score=110.50 SMED3_DN888_c0_g4_i5:121-1404(-)"	"0.000"	"203.746"	"63"	"29"	"701"	"16"	"427"	"49.2"	"8.03"	"9140"	"29"	""	""	""	""	""	"SMED3_DN888_c0_g4_i5.p1"	""	""	""	""	"0"	"0.094"	"0.015"	"0.546"	"0.161"	"5.834"	"36.207"	"0.00917439053840097"	"0.000431444703035577"	"0.890826849538658"	"0.0979803553548044"	"0.0235371062561712"	"0.000879644973174942"	"0.196436719118802"	"0.00917228117318338"	"0.999999999997085"	"0.277305200486069"	"0.444983109981746"	"0.0150444152386305"	"2246221750.28354"	"210266250.343968"	"33882968.0431419"	"1226789302.27193"	"42.24"	"26.91"	"94.49"	"50.63"	"931108209.416667"	"2274669673.92027"	"2246221750.28354"	"210266250.343968"	"139210002.702193"	"243242121.845482"	"27729128.0982751"	"141466706.365131"	"33882968.0431419"	"687558884.280073"	"2002719658.62306"	"1226789302.27193"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5127847854025226504"	"False"	"High"	"IsMasterProtein"	"SMED3_DN21142_c0_g1_i5.p1"	"SMED3_DN21142_c0_g1~~SMED3_DN21142_c0_g1_i5.p1  ORF type:complete len:143 (-),score=25.20 SMED3_DN21142_c0_g1_i5:79-507(-)"	"0.000"	"44.224"	"52"	"7"	"187"	"7"	"142"	"16.4"	"8.75"	"1837"	"7"	""	""	""	""	""	"SMED3_DN21142_c0_g1_i5.p1"	""	""	""	""	"0"	"0.078"	"0.153"	"1.050"	"1.967"	"13.502"	"6.862"	"0.0048082374466456"	"0.0104260854285857"	"0.994013611253556"	"0.924937652299332"	"0.00355194501615996"	"0.00755452456284489"	"0.139830265961091"	"0.0687711223825104"	"0.999999999997085"	"0.99999999999253"	"0.217571682854273"	"0.0563673788136797"	"2200567072.02841"	"171060912.541189"	"336556551.697388"	"2309584790.21751"	"33.61"	"59.20"	"63.54"	"31.10"	"1237608765.66667"	"2200567072.02841"	"2519883990.57367"	"344260856.03698"	"106898887.153158"	"171060912.541189"	"94172061.8375977"	"471094451.678386"	"336556551.697388"	"1483467885.74071"	"2309584790.21751"	"2851380701.37718"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1891210844917372828"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9318_c0_g2_i2.p1"	"SMED3_DN9318_c0_g2~~SMED3_DN9318_c0_g2_i2.p1  ORF type:internal len:153 (+),score=29.12 SMED3_DN9318_c0_g2_i2:1-456(+)"	"0.000"	"54.001"	"45"	"7"	"547"	"3"	"152"	"17.7"	"9.70"	"6524"	"7"	""	""	""	""	""	"SMED3_DN9318_c0_g2_i2.p1"	""	""	""	""	"0"	"0.019"	"0.010"	"0.856"	"0.418"	"45.510"	"100.000"	"0.00985094005966114"	""	"0.99992420617485"	""	"0.010417410323463"	""	"0.203928705442443"	""	"0.999999999997085"	""	"0.310497551553496"	""	"2179729968.85742"	"41018550.8103084"	"17158540.3496747"	"1866765025.94781"	"12.68"	"132.92"	""	"8.16"	"1738467206"	"2179729968.85742"	"2191811621.47393"	"332806180.340649"	"20460205.0493724"	"41018550.8103084"	""	"17158540.3496747"	""	"1866765025.94781"	"1851571703.33455"	"2134488816.76682"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"6277749450206738736"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1477_c1_g1_i1.p1"	"SMED3_DN1477_c1_g1~~SMED3_DN1477_c1_g1_i1.p1  ORF type:complete len:285 (-),score=99.11 SMED3_DN1477_c1_g1_i1:217-1071(-)"	"0.000"	"149.981"	"58"	"23"	"622"	"21"	"284"	"32.4"	"4.64"	"7846"	"23"	""	""	""	""	""	"SMED3_DN1477_c1_g1_i1.p1"	""	""	""	""	"0"	"0.370"	"0.178"	"0.603"	"0.480"	"1.628"	"3.392"	"0.966592045046472"	"0.613997713781486"	"0.952268788972889"	"0.853947717306936"	"0.999903610926766"	"0.880679329762389"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.99999999999253"	"1"	"0.99999999940526"	"2087799724.43704"	"772673676.790238"	"370873845.636007"	"1258057074.92646"	"78.52"	"39.70"	"21.65"	"70.06"	"212278410.083333"	"2787798569.65191"	"2087799724.43704"	"500139792.42592"	"1135316325.17478"	"772673676.790238"	"370873845.636007"	"527076644.556911"	"367139694.228284"	"201255380.30492"	"1258057074.92646"	"1502786466.60269"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6945028574329935744"	"False"	"High"	"IsMasterProtein"	"SMED3_DN46822_c0_g1_i1.p1"	"SMED3_DN46822_c0_g1~~SMED3_DN46822_c0_g1_i1.p1  ORF type:complete len:180 (-),score=39.96 SMED3_DN46822_c0_g1_i1:31-570(-)"	"0.000"	"60.148"	"56"	"8"	"191"	"1"	"179"	"20.2"	"6.20"	"2746"	"8"	""	""	""	""	""	"SMED3_DN46822_c0_g1_i1.p1"	""	""	""	""	"0"	"0.096"	"0.016"	"0.445"	"0.162"	"4.648"	"28.692"	"0.0379639870361425"	"0.000669509784666178"	"0.744572610374787"	"0.0413946556673522"	"0.158393038893442"	"0.00198966862257111"	"0.371117342659433"	"0.012538961824248"	"0.999999999997085"	"0.159716808254234"	"0.938253533626485"	"0.0241761410843137"	"1891975777.6182"	"181217932.65941"	"29358837.6313043"	"842374453.630144"	"59.33"	"22.99"	"83.34"	"40.84"	"467627328"	"2053825446.55977"	"1891975777.6182"	"181217932.65941"	"142306258.20431"	"226536311.601691"	"10200550.7285574"	"29358837.6313043"	"69625950.6645307"	"397938786.251299"	"972517253.327714"	"842374453.630144"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-8304221119270963024"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2471_c1_g1_i2.p1"	"SMED3_DN2471_c1_g1~~SMED3_DN2471_c1_g1_i2.p1  ORF type:3prime_partial len:159 (+),score=34.38 SMED3_DN2471_c1_g1_i2:64-474(+)"	"0.000"	"62.413"	"50"	"14"	"423"	"13"	"137"	"16.1"	"8.15"	"3745"	"14"	""	""	""	""	""	"SMED3_DN2471_c1_g1_i2.p1"	""	""	""	""	"0"	"0.340"	"11.867"	"0.277"	"34.923"	"0.815"	"0.023"	"0.999955101262733"	"0.136730065384197"	"0.972690716619769"	"0.146267222861065"	"0.96299446395879"	"0.0753215290030589"	"0.999999996406151"	"0.395907170864095"	"0.999999999997085"	"0.353316775946759"	"1"	"0.255775683968233"	"1789320159.76034"	"608041660.904584"	"21234580534.5375"	"495651903.614556"	"85.86"	"69.49"	"38.70"	"92.36"	"10362174.5416667"	"1789320159.76034"	"1806010897.70446"	"98175215.9328106"	"711847102.327942"	"608041660.904584"	"26847659007.9153"	"11620086232.4206"	"21234580534.5375"	"10243473.4554271"	"495651903.614556"	"824129482.426555"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4698730726385153938"	"False"	"High"	"IsMasterProtein"	"SMED3_DN127387_c0_g1_i1.p1"	"SMED3_DN127387_c0_g1~~SMED3_DN127387_c0_g1_i1.p1  ORF type:5prime_partial len:162 (+),score=38.83 SMED3_DN127387_c0_g1_i1:2-487(+)"	"0.000"	"77.455"	"67"	"11"	"614"	"11"	"161"	"18.6"	"4.89"	"4884"	"11"	""	""	""	""	""	"SMED3_DN127387_c0_g1_i1.p1"	""	""	""	""	"0"	"1.113"	"0.078"	"0.823"	"0.070"	"0.740"	"10.577"	"0.990502837067723"	"0.00125352790812439"	"0.961207274982561"	"0.000917180406646345"	"0.86376406844466"	"0.00213649188887199"	"0.999999996406151"	"0.0168839906255247"	"0.999999999997085"	"0.019708511676467"	"1"	"0.0253927314661016"	"1610434086.97416"	"1791865772.64655"	"125351876.323244"	"1325788146.10509"	"34.13"	"20.32"	"75.88"	"18.02"	"971145628.666667"	"1610434086.97416"	"2005408677.52163"	"1878481306.67867"	"1791865772.64655"	"1261524483.86101"	"112457259.296705"	"396600731.422453"	"125351876.323244"	"1001997572.28623"	"1437590279.98486"	"1325788146.10509"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7076810369931495326"	"False"	"High"	"IsMasterProtein"	"SMED3_DN44681_c0_g1_i1.p1"	"SMED3_DN44681_c0_g1~~SMED3_DN44681_c0_g1_i1.p1  ORF type:complete len:168 (-),score=44.99 SMED3_DN44681_c0_g1_i1:313-816(-)"	"0.000"	"94.541"	"64"	"11"	"717"	"8"	"167"	"19.0"	"4.59"	"7494"	"11"	""	""	""	""	""	"SMED3_DN44681_c0_g1_i1.p1"	""	""	""	""	"0"	"0.602"	"0.034"	"0.600"	"0.057"	"0.997"	"17.416"	"0.960456448464817"	"0.000700426504006257"	"0.910344481555563"	"0.00116196512624511"	"0.998029271820481"	"0.00140003493707996"	"0.999999996406151"	"0.0128129183267749"	"0.999999999997085"	"0.0217700408363444"	"1"	"0.0203005065876595"	"1475738407.66952"	"887658710.331854"	"50820701.1457355"	"885111221.308785"	"41.22"	"27.16"	"86.57"	"12.74"	"630689699.458333"	"1475738407.66952"	"1502831473.80235"	"1220257843.85987"	"887658710.331854"	"717323593.835744"	"50820701.1457355"	"188085122.004175"	"43419239.9653452"	"742794632.289289"	"958839722.022446"	"885111221.308785"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"780045168313945553"	"False"	"High"	"IsMasterProtein"	"SMED3_DN415_c0_g1_i7.p1"	"SMED3_DN415_c0_g1~~SMED3_DN415_c0_g1_i7.p1  ORF type:complete len:160 (-),score=33.46 SMED3_DN415_c0_g1_i7:94-573(-)"	"0.000"	"63.743"	"50"	"10"	"547"	"9"	"159"	"19.0"	"8.63"	"5042"	"10"	""	""	""	""	""	"SMED3_DN415_c0_g1_i7.p1"	""	""	""	""	"0"	"0.331"	"4.067"	"0.360"	"12.303"	"1.090"	"0.089"	"0.999756285385438"	"0.185868639165515"	"0.898599104384349"	"0.165401511578324"	"0.928229370410576"	"0.0710693515503923"	"0.999999996406151"	"0.486109741760765"	"0.999999999997085"	"0.377642254219493"	"1"	"0.245163901065985"	"1298915888.45188"	"429429187.265804"	"5283106142.01212"	"468046613.965945"	"80.30"	"29.57"	"45.81"	"76.78"	"67787650.6666667"	"1376713987.41611"	"1298915888.45188"	"356723277.356891"	"625785156.289345"	"429429187.265804"	"5283106142.01212"	"2043296204.83449"	"5630110808.74627"	"60336218.1546604"	"468046613.965945"	"647972408.484305"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3565761349249987570"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10952_c0_g1_i1.p1"	"SMED3_DN10952_c0_g1~~SMED3_DN10952_c0_g1_i1.p1  ORF type:complete len:833 (-),score=156.67 SMED3_DN10952_c0_g1_i1:2423-4921(-)"	"0.000"	"175.371"	"47"	"35"	"377"	"35"	"832"	"95.8"	"9.38"	"4238"	"35"	""	""	""	""	""	"SMED3_DN10952_c0_g1_i1.p1"	""	""	""	""	"0"	"0.184"	"0.011"	"0.932"	"0.062"	"5.058"	"82.013"	"0.135025265783247"	"0.00333497044605069"	"0.998080720261255"	"0.0913649978081742"	"0.170906123486714"	"0.00408998234424474"	"0.644228917047582"	"0.0329558762922547"	"0.999999999997085"	"0.267964517093067"	"0.939398829324689"	"0.0385095740204862"	"1291025546.66667"	"237958927.785225"	"14674613.6047486"	"1203504073.96709"	"34.37"	"66.34"	"142.03"	"14.93"	"1291025546.66667"	"1956293307.5271"	"1006633400.13244"	"453188196.388239"	"104478040.499448"	"237958927.785225"	"10202554.0522008"	"182217746.999015"	"14674613.6047486"	"1402283362.93308"	"1040046175.32292"	"1203504073.96709"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"534966163044580216"	"False"	"High"	"IsMasterProtein"	"SMED3_DN156_c1_g1_i1.p1"	"SMED3_DN156_c1_g1~~SMED3_DN156_c1_g1_i1.p1  ORF type:complete len:201 (-),score=52.77 SMED3_DN156_c1_g1_i1:71-673(-)"	"0.000"	"102.801"	"62"	"13"	"380"	"12"	"200"	"23.1"	"6.30"	"5535"	"13"	""	""	""	""	""	"SMED3_DN156_c1_g1_i1.p1"	""	""	""	""	"0"	"0.756"	"0.024"	"1.086"	"0.032"	"1.435"	"45.238"	"0.983425059188904"	"0.0009702805132209"	"0.9932572410888"	"0.0014218754244717"	"0.92370148521452"	"0.000739704215680925"	"0.999999996406151"	"0.0142261979421891"	"0.999999999997085"	"0.0234725710404511"	"1"	"0.0142812036054566"	"1174048037.30219"	"888065502.414587"	"28172869.6763203"	"1274481782.23154"	"14.21"	"25.43"	"117.56"	"11.93"	"1210569809.25"	"922735387.805645"	"1174048037.30219"	"1197448009.49976"	"888065502.414587"	"728282344.852877"	"28172869.6763203"	"179203539.033549"	"20784737.9709159"	"1274481782.23154"	"1387392719.4475"	"1091579726.03759"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4242343778892544951"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4196_c0_g2_i2.p1"	"SMED3_DN4196_c0_g2~~SMED3_DN4196_c0_g2_i2.p1  ORF type:complete len:219 (-),score=54.33 SMED3_DN4196_c0_g2_i2:44-700(-)"	"0.000"	"25.905"	"31"	"6"	"94"	"6"	"218"	"25.4"	"6.20"	"933"	"6"	""	""	""	""	""	"SMED3_DN4196_c0_g2_i2.p1"	""	""	""	""	"0"	"0.873"	"2.595"	"0.261"	"2.974"	"0.299"	"0.101"	"0.997523789404364"	"0.416295050789039"	"0.92034557709896"	"0.510227515098055"	"0.846581686122276"	"0.188065206987178"	"0.999999996406151"	"0.839635094745276"	"0.999999999997085"	"0.758482476542486"	"1"	"0.466058273467039"	"1105962664.96602"	"965103152.211834"	"2869750995.78406"	"288738551.249904"	"83.69"	"72.39"	"30.85"	"92.02"	"39691480"	"1343402985.11972"	"1105962664.96602"	"114268722.089861"	"1001830280.71222"	"965103152.211834"	"2869750995.78406"	"1631959939.20038"	"3068659197.65257"	"39691398.2763663"	"288738551.249904"	"619028471.334598"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3299160103893055273"	"False"	"High"	"IsMasterProtein"	"SMED3_DN296_c0_g4_i1.p1"	"SMED3_DN296_c0_g4~~SMED3_DN296_c0_g4_i1.p1  ORF type:complete len:1295 (-),score=399.50 SMED3_DN296_c0_g4_i1:162-4046(-)"	"0.000"	"65.624"	"13"	"13"	"184"	"13"	"1294"	"125.8"	"9.41"	"2487"	"13"	""	""	""	""	""	"SMED3_DN296_c0_g4_i1.p1"	""	""	""	""	"0"	"0.551"	"0.080"	"0.666"	"0.145"	"1.208"	"8.336"	"0.995530853208644"	"0.295992333136634"	"0.999615207186305"	"0.220361250417517"	"0.987064973140699"	"0.335089508349425"	"0.999999996406151"	"0.666363964640172"	"0.999999999997085"	"0.449105998938741"	"1"	"0.67420877026827"	"1049851189.29374"	"578959111.485458"	"83898534.6489667"	"699353903.601009"	"85.86"	"17.31"	"26.71"	"65.58"	"59448496"	"1566374057.81722"	"1049851189.29374"	"459222210.403077"	"652509762.82663"	"578959111.485458"	"76003731.4685238"	"123039139.946213"	"83898534.6489667"	"136173531.814464"	"699353903.601009"	"798291224.530837"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7681350204800300195"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9318_c0_g2_i3.p1"	"SMED3_DN9318_c0_g2~~SMED3_DN9318_c0_g2_i3.p1  ORF type:complete len:123 (+),score=23.92 SMED3_DN9318_c0_g2_i3:54-422(+)"	"0.000"	"21.897"	"33"	"4"	"160"	"3"	"122"	"14.3"	"9.77"	"1688"	"4"	""	""	""	""	""	"SMED3_DN9318_c0_g2_i3.p1"	""	""	""	""	"0"	"0.028"	"0.035"	"1.493"	"1.249"	"52.887"	"42.352"	"0.0467686639961499"	"0.0311220564672416"	"0.996051234117272"	"0.990683877483431"	"0.0344894198278221"	"0.0230633725035785"	"0.414216148921216"	"0.147829768219398"	"0.999999999997085"	"0.99999999999253"	"0.520144598341793"	"0.116489125397998"	"1017790863.86783"	"28739782.6353785"	"35888546.3918239"	"1519958765.61591"	"30.64"	"124.22"	"117.61"	"29.79"	"712496585.166667"	"1339597667.4576"	"1017790863.86783"	"145467382.157484"	"6272481.22713609"	"28739782.6353785"	"2219240.07520097"	"128034922.97387"	"35888546.3918239"	"1519958765.61591"	"850847932.733264"	"1520208301.55633"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-581136057776308609"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5686_c0_g1_i6.p1"	"SMED3_DN5686_c0_g1~~SMED3_DN5686_c0_g1_i6.p1  ORF type:complete len:103 (-),score=16.83 SMED3_DN5686_c0_g1_i6:85-393(-)"	"0.000"	"50.346"	"43"	"4"	"246"	"1"	"102"	"11.8"	"9.73"	"3640"	"4"	""	""	""	""	""	"SMED3_DN5686_c0_g1_i6.p1"	""	""	""	""	"0"	"0.428"	"0.146"	"1.388"	"0.341"	"3.245"	"9.514"	"0.955970285678435"	""	"0.951699242660012"	""	"0.745663549295398"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"1012996365.23104"	"433147951.374056"	"147749121.095875"	"1405700065.60236"	"73.63"	"134.48"	""	"40.72"	"2278176000"	"1012996365.23104"	"476949334.242055"	"3626537698.49338"	"433147951.374056"	"206656339.159908"	""	"147749121.095875"	""	"2421040104.36055"	"1143857830.20454"	"1405700065.60236"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1854392466982426015"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1931_c0_g1_i1.p2"	"SMED3_DN1931_c0_g1~~SMED3_DN1931_c0_g1_i1.p2  ORF type:complete len:122 (-),score=36.36 SMED3_DN1931_c0_g1_i1:976-1341(-)"	"0.000"	"43.509"	"61"	"7"	"159"	"7"	"121"	"14.1"	"5.27"	"1953"	"7"	""	""	""	""	""	"SMED3_DN1931_c0_g1_i1.p2"	""	""	""	""	"0"	"0.328"	"0.045"	"0.495"	"0.137"	"1.509"	"11.048"	"0.0769841071904965"	"4.29045928453942E-05"	"0.439410069524881"	"0.000516770902950436"	"0.578901936528328"	"0.000153169927904928"	"0.531856548234344"	"0.00256645384003363"	"0.999999999997085"	"0.0149238170317024"	"1"	"0.00605578541902007"	"988504901.982312"	"324426096.67983"	"44325064.4342142"	"489709364.340064"	"44.37"	"32.95"	"7.03"	"37.35"	"440432070.666667"	"988504901.982312"	"1187809620.0755"	"479731617.252932"	"324426096.67983"	"252678910.538287"	"39353884.8772041"	"44325064.4342142"	"44779894.3376254"	"350546912.652288"	"489709364.340064"	"738474301.866616"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"1827885082169608516"	"False"	"High"	"IsMasterProtein"	"SMED3_DN933_c0_g2_i1.p1"	"SMED3_DN933_c0_g2~~SMED3_DN933_c0_g2_i1.p1  ORF type:complete len:401 (-),score=79.08 SMED3_DN933_c0_g2_i1:113-1315(-)"	"0.000"	"213.935"	"63"	"17"	"577"	"14"	"400"	"44.8"	"7.59"	"7125"	"17"	""	""	""	""	""	"SMED3_DN933_c0_g2_i1.p1"	""	""	""	""	"0"	"0.181"	"0.049"	"2.450"	"0.268"	"13.505"	"50.410"	"0.495511965007358"	"0.077733436977248"	"0.882693929922076"	"0.522445365184201"	"0.202876000862908"	"0.0279637723435926"	"0.974932608862773"	"0.259089497992811"	"0.999999999997085"	"0.770080391984775"	"1"	"0.13323374555819"	"974145861.266255"	"176708602.233163"	"47341447.0232378"	"2386502538.64484"	"93.13"	"118.73"	"148.19"	"52.14"	"3667912986.66667"	"671584727.765532"	"974145861.266255"	"1218927457.62299"	"146905048.399355"	"176708602.233163"	"17051878.2536405"	"600316704.781503"	"47341447.0232378"	"4747350850.81578"	"2386502538.64484"	"1813564251.72812"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4763654849864265963"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2942_c0_g1_i1.p1"	"SMED3_DN2942_c0_g1~~SMED3_DN2942_c0_g1_i1.p1  ORF type:complete len:100 (-),score=12.08 SMED3_DN2942_c0_g1_i1:113-412(-)"	"0.000"	"35.762"	"51"	"5"	"153"	"5"	"99"	"10.9"	"9.69"	"2855"	"5"	""	""	""	""	""	"SMED3_DN2942_c0_g1_i1.p1"	""	""	""	""	"0"	"0.214"	"0.953"	"0.531"	"4.454"	"2.482"	"0.557"	"0.190268318674323"	"0.999886836882109"	"0.749653282429387"	"0.173895251730186"	"0.62157943446547"	"0.713775211962518"	"0.72461151434"	"0.99999999991784"	"0.999999999997085"	"0.388586038119598"	"1"	"0.99999999940526"	"897870285.333333"	"192157521.910488"	"855775532.984934"	"476870502.24188"	"22.73"	"120.18"	"24.56"	"20.84"	"897870285.333333"	"1142870432.65284"	"725717098.069269"	"1092398003.39009"	"192157521.910488"	"91323878.9683255"	"855775532.984934"	"790308954.847245"	"1226344741.33761"	"476870502.24188"	"659196563.21496"	"458933568.284566"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8315596084812318820"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2893_c0_g1_i2.p1"	"SMED3_DN2893_c0_g1~~SMED3_DN2893_c0_g1_i2.p1  ORF type:complete len:1067 (-),score=391.39 SMED3_DN2893_c0_g1_i2:3893-7093(-)"	"0.000"	"100.987"	"19"	"15"	"336"	"15"	"1066"	"100.7"	"9.36"	"3276"	"15"	""	""	""	""	""	"SMED3_DN2893_c0_g1_i2.p1"	""	""	""	""	"0"	"0.657"	"0.157"	"0.645"	"0.240"	"0.982"	"4.097"	"0.99863153154414"	"0.00945369256116091"	"0.711842232487116"	"0.011523786802322"	"0.792754623510756"	"0.0404903486113779"	"0.999999996406151"	"0.064039872493572"	"0.999999999997085"	"0.0698514028900108"	"1"	"0.165383114046473"	"884688006.380082"	"580815801.018034"	"139246596.616014"	"570519527.236131"	"47.40"	"48.54"	"11.58"	"35.58"	"336095636.3125"	"980832768.632914"	"884688006.380082"	"1044800833.54697"	"408501814.513399"	"580815801.018034"	"139246596.616014"	"121234254.328327"	"153080753.42878"	"280538038.139616"	"570519527.236131"	"577253800.141951"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1622513977702759298"	"False"	"High"	"IsMasterProtein"	"SMED3_DN247_c1_g1_i1.p1"	"SMED3_DN247_c1_g1~~SMED3_DN247_c1_g1_i1.p1  ORF type:complete len:357 (-),score=81.90 SMED3_DN247_c1_g1_i1:55-1125(-)"	"0.000"	"132.404"	"54"	"16"	"436"	"16"	"356"	"40.1"	"6.60"	"4484"	"16"	""	""	""	""	""	"SMED3_DN247_c1_g1_i1.p1"	""	""	""	""	"0"	"0.090"	"0.010"	"0.901"	"0.032"	"10.012"	"100.000"	"0.211715139106195"	"0.00228934625982657"	"0.999896317237329"	"0.0198207629353551"	"0.195079897794216"	"0.00216503875156637"	"0.754180684945619"	"0.0246829340961084"	"0.999999999997085"	"0.0969442709265371"	"0.992984155814502"	"0.0255228145509857"	"847139469.116982"	"76247002.4037285"	"2428466.83749609"	"763394587.466365"	"74.11"	"3.65"	"64.63"	"66.48"	"88854783.25"	"896091316.651675"	"847139469.116982"	"76247002.4037285"	"78796768.5723484"	"73248620.5246917"	""	"1482497.38476489"	"3978051.65892657"	"130217924.589897"	"785344752.018813"	"763394587.466365"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
