Gene	GO
SMED3_DN77109_c0_g1	GO:0000278,GO:0008104,GO:0051495,GO:0035204,GO:0007616,GO:0008302,GO:0008045,GO:0110069,GO:0051764,GO:0030708,GO:0048149,GO:0008340,GO:0007303,GO:0045214,GO:0007301,GO:0005884,GO:0005829,GO:0005634,GO:0035182,GO:0045179,GO:0070938,GO:0048471,GO:0035324,GO:0015629,GO:0005886,GO:0035183,GO:0030018,GO:0051015
SMED3_DN7717_c0_g1	GO:0006412,GO:0000463,GO:0005840,GO:0022625,GO:0003735
SMED3_DN77208_c0_g1	GO:0007283,GO:0007548,GO:0000245,GO:0000398,GO:0048026,GO:0000381,GO:0019102,GO:0000003,GO:0030154,GO:0019101,GO:0071011,GO:0003729,GO:0036002,GO:0042802
SMED3_DN77342_c0_g1	GO:0016226,GO:0106035,GO:0005759,GO:0005739,GO:0051539,GO:0005506
SMED3_DN7735_c0_g1	GO:0010212,GO:0005737,GO:0005929,GO:0002177,GO:0005829,GO:0008013
SMED3_DN7735_c0_g2	GO:0032543,GO:0005739,GO:0005840,GO:0005763,GO:0003735
SMED3_DN773_c0_g5	GO:0009312,GO:0006486,GO:0005794,GO:0000139,GO:0016021,GO:0030246,GO:0004653,GO:0046872
SMED3_DN7750_c0_g1	GO:0007399,GO:0019953,GO:0016311,GO:0042045,GO:0005576,GO:0005615,GO:0005886,GO:0031225,GO:0009986,GO:0016021,GO:0004035,GO:0046872
SMED3_DN77554_c0_g1	GO:0016579,GO:0061136,GO:0043161,GO:0000502,GO:0070628,GO:0004843
SMED3_DN77587_c0_g1	GO:0009966,GO:0043128,GO:0033101,GO:0005829,GO:0043231,GO:0005886,GO:0000139,GO:0005509
SMED3_DN7758_c0_g1	GO:0006654,GO:0055088,GO:0005737,GO:0017018,GO:0046872
SMED3_DN77597_c0_g1	GO:0000460,GO:0000812,GO:0005634,GO:0005829,GO:0000785,GO:0005515
SMED3_DN77619_c0_g1	GO:0043161,GO:0019774,GO:0005634,GO:0000502,GO:0005737,GO:0005839,GO:0008233
SMED3_DN7764_c0_g1	GO:0006412,GO:0005739,GO:0005840,GO:0005763,GO:0003735
SMED3_DN77869_c0_g1	GO:0006412,GO:0006782,GO:0006783,GO:0018160,GO:0005737,GO:0004418
SMED3_DN77891_c0_g1	GO:0006082,GO:0006805,GO:0005737,GO:0043231,GO:0016021,GO:0016020,GO:0016712,GO:0020037,GO:0005506
SMED3_DN77955_c0_g1	GO:0034314,GO:0030833,GO:0016477,GO:0015629,GO:0005737,GO:0005885,GO:0051015
SMED3_DN77956_c0_g1	GO:0043161,GO:0008340,GO:0005634,GO:0005829,GO:0005654,GO:0000502,GO:0005737,GO:0019773,GO:0005839,GO:0005515
SMED3_DN77966_c0_g1	GO:0006970,GO:0016020,GO:0016021,GO:0005515
SMED3_DN77_c0_g1	GO:0006325,GO:0005634,GO:0000785,GO:0031492
SMED3_DN77_c0_g2	GO:0006508,GO:0005886,GO:0004252
SMED3_DN77_c1_g1	GO:0000389,GO:0008380,GO:0002119,GO:0048589,GO:0010172,GO:0007281,GO:0006397,GO:0009792,GO:0005634,GO:0005654,GO:0000243,GO:0089701,GO:0016607,GO:0071004,GO:0008187,GO:0030628
SMED3_DN78007_c0_g1	GO:0035863,GO:0046081,GO:0006226,GO:0005634,GO:0005829,GO:0004170,GO:0000287,GO:0035870
SMED3_DN7805_c0_g1	GO:0032981,GO:0042776,GO:0006120,GO:0005739,GO:0070469,GO:0005743,GO:0005747,GO:0005758,GO:0005515,GO:0008137
SMED3_DN7809_c0_g1	GO:0006749,GO:0005737,GO:0005829,GO:0035686,GO:0045171,GO:0004364
SMED3_DN78138_c0_g1	GO:0031032,GO:0005856,GO:0005865,GO:0031674,GO:0001725,GO:0005737,GO:0003779
SMED3_DN78167_c0_g1	GO:0045893,GO:0000398,GO:0048863,GO:1903241,GO:0016363,GO:0005730,GO:0005634,GO:0005654,GO:0071005,GO:0005686,GO:0016607,GO:0005689,GO:0003677,GO:0003723,GO:0008270,GO:0005515
SMED3_DN78185_c0_g1	GO:0021987,GO:0007399,GO:0048813,GO:0022008,GO:0005634,GO:0005829,GO:0005737,GO:0042802
SMED3_DN78240_c0_g1	GO:0007283,GO:0043161,GO:0000502,GO:0031593
SMED3_DN7824_c0_g1	GO:0000122,GO:0045944,GO:0051123,GO:0006261,GO:0006366,GO:0005634,GO:0005829,GO:0043596,GO:0008622,GO:0000785,GO:0017054,GO:0016251,GO:0046982,GO:0003713,GO:0003714,GO:0001046
SMED3_DN7830_c0_g1	GO:0006886,GO:0034315,GO:0005737,GO:0005739,GO:0032588,GO:0019904,GO:0005543
SMED3_DN78463_c0_g1	GO:0042026,GO:0030150,GO:0005759,GO:0005739,GO:0001405,GO:0042803,GO:0051087,GO:0000774,GO:0051082
SMED3_DN785_c0_g1	GO:0018108,GO:0042059,GO:0040027,GO:0007169,GO:0045087,GO:0030154,GO:0009792,GO:0031234,GO:0004674,GO:0004712,GO:0046872,GO:0005524,GO:0004715,GO:0005102,GO:0106310
SMED3_DN7862_c0_g1	GO:0006559,GO:0006572,GO:0005789,GO:0000139,GO:0003868,GO:0046872
SMED3_DN7865_c0_g1	GO:0006468,GO:2000369,GO:0045747,GO:0005737,GO:0004674,GO:0004712,GO:0046872,GO:0005524,GO:0035612,GO:0106310
SMED3_DN7865_c1_g1	GO:0042127,GO:0007276,GO:0000398,GO:0005634,GO:0043186,GO:0005737,GO:0008270,GO:0005524,GO:0016887,GO:0003723,GO:0008432,GO:0003724
SMED3_DN78668_c0_g1	GO:0006950,GO:0006457,GO:0043204,GO:0005829,GO:0005634,GO:0043235,GO:0005737,GO:0005886,GO:0140662,GO:0005524
SMED3_DN7874_c0_g1	GO:0046835,GO:0019303,GO:0005634,GO:0020015,GO:0005737,GO:0005524,GO:0004747,GO:0046872
SMED3_DN7880_c0_g1	GO:0006896,GO:0006895,GO:0032258,GO:0048210,GO:0000011,GO:0016236,GO:0048278,GO:0005829,GO:0012505,GO:0031201,GO:0010008,GO:0005794,GO:0005737,GO:0000329,GO:0000139,GO:0005768,GO:0016021,GO:0000149,GO:0005484
SMED3_DN7881_c0_g1	GO:0010968,GO:0051300,GO:0030435,GO:0051301,GO:0007052,GO:0051321,GO:0005856,GO:0005737,GO:0005816,GO:0005823,GO:0061499,GO:0005200,GO:0005515
SMED3_DN7891_c0_g3	GO:0006412,GO:0000462,GO:0022627,GO:0031012,GO:0005840,GO:0003735
SMED3_DN7898_c0_g1	GO:0006886,GO:0016192,GO:0035494,GO:0045335,GO:0030659,GO:0031201,GO:0019905,GO:0005483
SMED3_DN78_c5_g1	GO:0090630,GO:0030175,GO:0031410,GO:0005737,GO:0005886,GO:0098592,GO:0016324,GO:0005096
SMED3_DN79066_c0_g1	GO:0035725,GO:1905789,GO:0050976,GO:0007638,GO:0006813,GO:1905792,GO:0005886,GO:0030424,GO:0016021,GO:0004064,GO:0005272
SMED3_DN79186_c0_g1	GO:1903818,GO:0030431,GO:0045187,GO:0032222,GO:0048511,GO:0031225,GO:0005886,GO:0034235
SMED3_DN7919_c0_g1	GO:0006468,GO:0005886,GO:0016021,GO:0004674,GO:0106310,GO:0004712,GO:0005524
SMED3_DN7919_c0_g2	GO:0006886,GO:0016192,GO:0000281,GO:0051489,GO:0032154,GO:0005829,GO:0048471,GO:0005794,GO:0140220,GO:0045335,GO:0005886,GO:0005515,GO:0005525,GO:0003924
SMED3_DN7923_c0_g1	GO:0005980,GO:0051591,GO:0005737,GO:0008184,GO:0102499,GO:0000166,GO:0030170,GO:0102250
SMED3_DN79324_c0_g1	GO:0032981,GO:0015990,GO:0006120,GO:0005747,GO:0005739,GO:0070469,GO:0051539,GO:0008137,GO:0048038,GO:0046872
SMED3_DN79425_c0_g1	GO:0006915,GO:0043154,GO:0007435,GO:0043065,GO:0070507,GO:0010506,GO:0046330,GO:0005737,GO:0042995,GO:0043027
SMED3_DN7957_c0_g1	GO:0006646,GO:0016540,GO:0031305,GO:0005743,GO:0005739,GO:0004609
SMED3_DN7967_c0_g1	GO:0006556,GO:0050790,GO:0006730,GO:0048269,GO:0048270
SMED3_DN7971_c0_g1	GO:2000331,GO:1905536,GO:0099577,GO:0045792,GO:0008286,GO:0048010,GO:0045087,GO:0008340,GO:0001558,GO:0070129,GO:0006641,GO:0032869,GO:0045947,GO:0019731,GO:0034599,GO:0042594,GO:0005829,GO:0098793,GO:0005737,GO:0098978,GO:0031594,GO:0045182,GO:0008190
SMED3_DN79745_c0_g1	GO:0009617,GO:0045087,GO:0034605,GO:0034644,GO:0016020,GO:0016021,GO:0005125,GO:0005133
SMED3_DN79750_c0_g1	GO:0006552,GO:0010230,GO:0005829,GO:0005759,GO:0005739,GO:0008470,GO:0050660,GO:0005524
SMED3_DN7980_c0_g3	GO:0009440,GO:0015976,GO:0005634,GO:0005739,GO:0005758,GO:0005737,GO:0008270,GO:0004089
SMED3_DN7985_c0_g1	GO:0039648,GO:0016567,GO:0005576,GO:0042025,GO:0016740,GO:0046872
SMED3_DN79933_c0_g1	GO:0046166,GO:0006094,GO:0006096,GO:0019242,GO:0019563,GO:0005737,GO:0005829,GO:0004807,GO:0042803,GO:0008929
SMED3_DN7995_c0_g1	GO:0033617,GO:0005743,GO:0005739,GO:0016021,GO:0005515
SMED3_DN799_c0_g1	GO:0000226,GO:0031175,GO:0005856,GO:0005829,GO:0030424,GO:0005874,GO:0005737,GO:0005886,GO:0030425,GO:0008017
SMED3_DN80021_c0_g1	GO:0009853,GO:0005975,GO:0006120,GO:0000325,GO:0005739,GO:0070469,GO:0005743,GO:0005747,GO:0005886,GO:0005515,GO:0008137
SMED3_DN8002_c0_g1	GO:0043486,GO:0000812,GO:0005634,GO:0005829,GO:0000785,GO:0003723
SMED3_DN8005_c0_g1	GO:0006839,GO:0007568,GO:0010506,GO:0006879,GO:0005741,GO:0005783,GO:0005737,GO:0005789,GO:0016021,GO:0051537,GO:0046872
SMED3_DN8007_c0_g1	GO:0032981,GO:0006120,GO:0005739,GO:0070469,GO:0005743,GO:0005747,GO:0016021,GO:0005515,GO:0008137
SMED3_DN80147_c0_g1	GO:0045747,GO:0005576,GO:0005112
SMED3_DN80176_c0_g1	GO:0030154,GO:0007283,GO:0007286,GO:0016020,GO:0016021,GO:0005112
SMED3_DN8018_c0_g1	GO:0006740,GO:1902600,GO:0072593,GO:0005743,GO:0005739,GO:0016021,GO:0051287,GO:0050661,GO:0008746
SMED3_DN801_c0_g1	GO:0046579,GO:0045104,GO:0071356,GO:0070433,GO:0007173,GO:0007229,GO:0007155,GO:0032088,GO:0071638,GO:0032495,GO:0099072,GO:0045197,GO:0032496,GO:0045175,GO:0006605,GO:0005604,GO:0005634,GO:0009925,GO:0031965,GO:0016323,GO:0005737,GO:0098978,GO:0005886,GO:0098794,GO:0016607,GO:0030056,GO:0005176,GO:0005200
SMED3_DN802_c0_g2	GO:0030587,GO:0140582,GO:0006635,GO:0005777,GO:0005739,GO:0016491
SMED3_DN80307_c0_g1	GO:0006412,GO:0005840,GO:0003735
SMED3_DN8032_c1_g3	GO:0006099,GO:0006121,GO:0005739,GO:0005740,GO:0005743,GO:0005749,GO:0016021,GO:0048039,GO:0020037,GO:0046872
SMED3_DN803_c0_g2	GO:0007155,GO:0006508,GO:0020009,GO:0005576,GO:0031410,GO:0016936
SMED3_DN8048_c0_g2	GO:0015986,GO:1902600,GO:0005743,GO:0000276,GO:0005739,GO:0097730,GO:0015078
SMED3_DN804_c0_g3	GO:0000278,GO:0051225,GO:0015630,GO:0005874,GO:0005737,GO:0045171,GO:0072686,GO:0005200,GO:0005525
SMED3_DN80562_c0_g1	GO:1905808,GO:0051016,GO:0051014,GO:0030042,GO:0015629,GO:0005737,GO:0003785,GO:0051015,GO:0005546
SMED3_DN8057_c0_g1	GO:0007218,GO:0005576,GO:0005112
SMED3_DN8058_c0_g1	GO:0044409,GO:0016020,GO:0016021,GO:0005515
SMED3_DN805_c0_g1	GO:0050832,GO:0009640,GO:0005634,GO:0000325,GO:0005777,GO:0005635,GO:0005783,GO:0005788,GO:0005737,GO:0099503,GO:0009535,GO:0005515,GO:0005509
SMED3_DN805_c2_g2	GO:0006979,GO:0006099,GO:1902883,GO:1902884,GO:0050829,GO:0006121,GO:0045087,GO:0008340,GO:0005743,GO:0005739,GO:0016021,GO:0005749,GO:0000104,GO:0020037,GO:0009055,GO:0046872
SMED3_DN8061_c0_g1	GO:0035308,GO:1900237,GO:0043086,GO:1905287,GO:1902471,GO:0035556,GO:0005634,GO:0005829,GO:0005737,GO:0004865
SMED3_DN8065_c0_g2	GO:0006298,GO:0070682,GO:0005634,GO:0005829,GO:0005737,GO:0005515
SMED3_DN806_c0_g2	GO:0051693,GO:0048666,GO:0042062,GO:0007026,GO:1903729,GO:0007409,GO:0016199,GO:0048790,GO:0007274,GO:0072499,GO:0050807,GO:0030036,GO:0007399,GO:0016328,GO:0030424,GO:0045170,GO:0045169,GO:0030864,GO:0071944,GO:0005886,GO:0005938,GO:0031594,GO:0008091,GO:0005546,GO:0005200,GO:0030506,GO:0005516,GO:0008017,GO:0051015
SMED3_DN8075_c0_g1	GO:0070286,GO:0006915,GO:0005737,GO:0120293,GO:0043130
SMED3_DN8081_c0_g1	GO:0051260,GO:0005856,GO:0005737,GO:0005886,GO:0031267
SMED3_DN8088_c0_g1	GO:0000724,GO:0007131,GO:0070262,GO:0005634,GO:0005829,GO:0009532,GO:0005737,GO:0009536,GO:0005515,GO:0017018,GO:0046872
SMED3_DN808_c0_g1	GO:0042147,GO:0005829,GO:0005794,GO:0000139,GO:0032580,GO:0016021,GO:0017147
SMED3_DN8094_c0_g1	GO:0000463,GO:0048254,GO:0000492,GO:0005634,GO:0070761,GO:0005737,GO:0046872
SMED3_DN8100_c2_g1	GO:0010506,GO:0000045,GO:0006914,GO:0005737,GO:0005783,GO:0030017,GO:0055120,GO:0042803
SMED3_DN8103_c2_g1	GO:0050807,GO:0000281,GO:0005856,GO:0005737,GO:0005524
SMED3_DN8108_c0_g2	GO:0006218,GO:0009166,GO:0005737,GO:0004850,GO:0042802
SMED3_DN8115_c0_g1	GO:0000278,GO:1905634,GO:0000122,GO:0000723,GO:1905632,GO:0034773,GO:1905646,GO:0090309,GO:0061408,GO:0031508,GO:0042981,GO:1900111,GO:0005634,GO:0005654,GO:0000793,GO:0000781,GO:0000779,GO:0005701,GO:0005700,GO:0005721,GO:0005705,GO:0005703,GO:0000791,GO:0035064,GO:0003682,GO:0030544,GO:0099122,GO:0030674,GO:0000182,GO:0003729,GO:0044877,GO:0003696
SMED3_DN81235_c0_g1	GO:0006886,GO:0005741,GO:0005739,GO:0016021,GO:0015450
SMED3_DN81283_c0_g1	GO:0032094,GO:0050790,GO:0016042,GO:0007586,GO:0005576,GO:0008047
SMED3_DN8131_c1_g6	GO:0018401,GO:0005783,GO:0005788,GO:0005506,GO:0004656,GO:0031418
SMED3_DN81407_c0_g1	GO:0046761,GO:0005739,GO:0003723,GO:0039660
SMED3_DN8142_c0_g1	GO:0007616,GO:0007614,GO:0051016,GO:2000249,GO:0097120,GO:0005856,GO:0005737,GO:0014069,GO:0005886,GO:0051015
SMED3_DN8158_c0_g1	GO:0072594,GO:0044841,GO:0005737,GO:0045335,GO:0005886,GO:0031902,GO:0005765,GO:0016021,GO:0019904,GO:0019899
SMED3_DN8167_c0_g1	GO:0006979,GO:0031158,GO:0009617,GO:0042593,GO:0048870,GO:0005829,GO:0004032
SMED3_DN8172_c0_g1	GO:0006468,GO:0006182,GO:0007168,GO:0006935,GO:0007635,GO:0032026,GO:0035556,GO:0005929,GO:0005886,GO:0016021,GO:0001653,GO:0004383,GO:0004672,GO:0005524
SMED3_DN8173_c0_g1	GO:0034486,GO:0016020,GO:1905103,GO:0022857
SMED3_DN8178_c0_g2	GO:0010842,GO:0060059,GO:0030665,GO:0005783,GO:0031410,GO:0005789,GO:0016021,GO:0008017
SMED3_DN817_c0_g1	GO:0036093,GO:0055085,GO:0006811,GO:0005921,GO:0005886,GO:0016021,GO:0055077,GO:0005243
SMED3_DN8192_c0_g1	GO:0006366,GO:0006360,GO:0006383,GO:0005634,GO:0005829,GO:0005666,GO:0005665,GO:0005736,GO:0003677,GO:0005515,GO:0003899
SMED3_DN8197_c0_g1	GO:0051693,GO:0051014,GO:0030043,GO:0015629,GO:0005737,GO:0045335,GO:0051015,GO:0048306
SMED3_DN8204_c0_g5	GO:0006412,GO:0005634,GO:0005840,GO:0005737,GO:0008097,GO:0003735
SMED3_DN8210_c0_g1	GO:0019075,GO:0042058,GO:0046755,GO:0015031,GO:0032801,GO:0032510,GO:0005829,GO:0000813,GO:0005737,GO:0031902,GO:0005768,GO:0017124
SMED3_DN8219_c0_g1	GO:0036257,GO:0043162,GO:0016322,GO:0006914,GO:0097352,GO:0043328,GO:0005768,GO:0000813,GO:0005515,GO:0044877
SMED3_DN8236_c0_g1	GO:0006508,GO:0005764,GO:0008234
SMED3_DN8236_c0_g2	GO:0006508,GO:0005764,GO:0008234
SMED3_DN8236_c0_g5	GO:0006695,GO:0016020,GO:0016021,GO:0047598,GO:0050661
SMED3_DN8245_c0_g1	GO:0045337,GO:0033386,GO:0033384,GO:0005737,GO:0004161,GO:0004311,GO:0004337,GO:0046872
SMED3_DN824_c1_g1	GO:0015807,GO:0080144,GO:0042995,GO:1990184,GO:0005886,GO:0031528,GO:0016324,GO:0005515,GO:0043495
SMED3_DN8257_c0_g2	GO:0030437,GO:0051321,GO:0030430,GO:0003723
SMED3_DN8260_c0_g1	GO:0032543,GO:0005762,GO:0005743,GO:0005739,GO:0005840,GO:0003735
SMED3_DN8273_c0_g1	GO:0019243,GO:1990748,GO:0005634,GO:0005829,GO:0005737,GO:0004416,GO:0046872
SMED3_DN8275_c0_g1	GO:0032543,GO:0006915,GO:0097190,GO:0005654,GO:0005763,GO:0005739,GO:0005761,GO:0005743,GO:0005515,GO:0003735,GO:0005525,GO:0003723
SMED3_DN827_c1_g1	GO:0061033,GO:0060348,GO:0060487,GO:0070278,GO:0008654,GO:0001503,GO:0014808,GO:0071313,GO:0048286,GO:0030282,GO:0007029,GO:0071805,GO:0010881,GO:0005783,GO:0005789,GO:0016021,GO:0042802,GO:0005267
SMED3_DN8285_c0_g1	GO:0002182,GO:0022626,GO:0042788,GO:0022625,GO:0003735
SMED3_DN82912_c0_g1	GO:0006302,GO:1901215,GO:0030592,GO:0070213,GO:0061051,GO:0016570,GO:0018312,GO:0070212,GO:0097191,GO:0006284,GO:0005634,GO:0005730,GO:0005654,GO:0090734,GO:0005694,GO:0003677,GO:0003950,GO:0140294,GO:0005515,GO:0031491,GO:1990404
SMED3_DN8292_c0_g1	GO:0032508,GO:0006325,GO:0006281,GO:0035267,GO:0005634,GO:0097255,GO:0031011,GO:0016887,GO:0003678,GO:0005524
SMED3_DN82_c1_g1	GO:0006952,GO:0006623,GO:0071456,GO:0005576,GO:0005783,GO:0000326,GO:0032586,GO:0005886,GO:0005789,GO:0016021,GO:0005515
SMED3_DN8315_c0_g2	GO:0006607,GO:0005634,GO:0005654,GO:0005643,GO:0005737,GO:0061608,GO:0005515,GO:0008139
SMED3_DN8336_c0_g1	GO:0051306,GO:0045842,GO:0043161,GO:0005634,GO:0005829,GO:0000502,GO:0005737,GO:0019773,GO:0005839,GO:0004175
SMED3_DN8340_c0_g1	GO:0019464,GO:0005739,GO:0008483,GO:0004047
SMED3_DN8345_c0_g1	GO:0006458,GO:0007204,GO:0051775,GO:0006939,GO:0048680,GO:0042542,GO:0030073,GO:0010881,GO:0061077,GO:0061179,GO:0032515,GO:0009749,GO:0000413,GO:0086064,GO:0022417,GO:0042098,GO:0060315,GO:0010459,GO:0051480,GO:0035584,GO:0042026,GO:0033197,GO:0019227,GO:0014808,GO:0033017,GO:0005829,GO:0034704,GO:0005737,GO:0016529,GO:0030018,GO:0019855,GO:0030551,GO:0003755,GO:0044325,GO:0005219,GO:0005528,GO:0005102
SMED3_DN8346_c1_g1	GO:0006744,GO:0005743,GO:0005739,GO:0008289
SMED3_DN8361_c0_g1	GO:0006744,GO:0031314,GO:0005743,GO:0005739,GO:0016709,GO:0106364,GO:0008681,GO:0071949
SMED3_DN8372_c0_g1	GO:0001649,GO:1902954,GO:0007032,GO:2000641,GO:0015031,GO:0006898,GO:0005769,GO:0005829,GO:0070062,GO:0071203,GO:0005886,GO:0035577,GO:0031901,GO:0005515
SMED3_DN838_c0_g1	GO:0008104,GO:0040038,GO:0040011,GO:0002119,GO:0051295,GO:0048489,GO:0048675,GO:0030473,GO:0005856,GO:0005634,GO:0005635,GO:0005874,GO:0005737,GO:0016938,GO:0019894
SMED3_DN839_c1_g1	GO:0006487,GO:0005634,GO:0005795,GO:0005794,GO:0000139,GO:0016021,GO:0030144,GO:0005516,GO:0046872
SMED3_DN8404_c0_g2	GO:0006412,GO:0001731,GO:0050790,GO:0042256,GO:0006413,GO:0001732,GO:0033290,GO:0005829,GO:0005096,GO:0005525,GO:0003743,GO:0071074,GO:0005092
SMED3_DN840_c0_g2	GO:0010968,GO:0051300,GO:0030435,GO:0051301,GO:0007052,GO:0051321,GO:0005856,GO:0005737,GO:0005816,GO:0005823,GO:0061499,GO:0005200,GO:0005515
SMED3_DN8412_c1_g1	GO:0098869,GO:0045454,GO:0005737,GO:0005739,GO:0004362,GO:0004791,GO:0050660
SMED3_DN8416_c0_g1	GO:0006479,GO:0033555,GO:0018197,GO:0010506,GO:0042594,GO:0005737,GO:0005829,GO:0030424,GO:0043025,GO:0004719
SMED3_DN84301_c0_g1	GO:0032543,GO:0005762,GO:0005739,GO:0005761,GO:0003735
SMED3_DN843_c0_g1	GO:0070050,GO:0017148,GO:0010506,GO:0046716,GO:0005829,GO:0016281,GO:0000900,GO:0005515
SMED3_DN844_c0_g1	GO:0030435,GO:0007155,GO:0031160,GO:0003723
SMED3_DN84568_c0_g1	GO:0007218,GO:0016020,GO:0016021,GO:0005125,GO:0005133
SMED3_DN84574_c0_g1	GO:0006120,GO:0005743,GO:0005747,GO:0005739,GO:0070469,GO:0005507
SMED3_DN8461_c0_g1	GO:0045948,GO:0030154,GO:0007283,GO:0070935,GO:0005634,GO:0032991,GO:0005737,GO:0003730,GO:0005515,GO:0008494
SMED3_DN8463_c0_g1	GO:0006096,GO:0005737,GO:0005739,GO:0016301,GO:0005524,GO:1904408,GO:0000287,GO:0030955,GO:0004743
SMED3_DN846_c0_g1	GO:0045948,GO:0030154,GO:0007283,GO:0070935,GO:0005634,GO:0032991,GO:0005737,GO:0003730,GO:0005515,GO:0008494
SMED3_DN8480_c0_g1	GO:0006935,GO:0005615,GO:0016020,GO:0005576,GO:0016021,GO:0099106,GO:0090729
SMED3_DN8480_c3_g2	GO:0006935,GO:0005615,GO:0016020,GO:0005576,GO:0016021,GO:0099106,GO:0090729
SMED3_DN8495_c0_g1	GO:0009408,GO:0050790,GO:0040024,GO:0008340,GO:0046627,GO:0007165,GO:0010883,GO:1903863,GO:0006470,GO:0005634,GO:0005829,GO:0005737,GO:0000159,GO:0019901,GO:0004722,GO:0072542
SMED3_DN84999_c0_g1	GO:0010951,GO:0005737,GO:0004867,GO:0008289,GO:0005524
SMED3_DN849_c0_g2	GO:0030010,GO:0008104,GO:0040011,GO:0002119,GO:0010172,GO:0007110,GO:0000281,GO:0005856,GO:0005737,GO:0031941,GO:0016460,GO:0032036,GO:0005509
SMED3_DN8501_c0_g1	GO:0009651,GO:0050914,GO:0035725,GO:0035002,GO:0060025,GO:0035199,GO:0005887,GO:0016020,GO:0015280
SMED3_DN8511_c0_g1	GO:0006417,GO:0030430,GO:0003723
SMED3_DN85137_c0_g1	GO:0009409,GO:0042026,GO:0005737,GO:0005759,GO:0005739,GO:0032991,GO:0140662,GO:0016853,GO:0005524
SMED3_DN8519_c1_g1	GO:0036444,GO:0051560,GO:0051260,GO:0061041,GO:1903426,GO:0005743,GO:0031305,GO:1990246,GO:0005739,GO:0005262,GO:0015292,GO:0042802
SMED3_DN8543_c0_g1	GO:0006895,GO:0006623,GO:0006897,GO:0005770,GO:0005829,GO:0012505,GO:0005886,GO:0005515,GO:0005525,GO:0003924
SMED3_DN8550_c0_g1	GO:0007399,GO:0030133,GO:0030426,GO:0043025,GO:0016020,GO:0043005,GO:0016021,GO:0005515
SMED3_DN8554_c0_g1	GO:0006886,GO:0098884,GO:0072583,GO:0048268,GO:0030100,GO:0009898,GO:0071944,GO:0005886,GO:0098794,GO:0030117,GO:0030122,GO:0005905,GO:0005829,GO:0036020,GO:0030669,GO:0045334,GO:0035615
SMED3_DN8556_c0_g1	GO:0009410,GO:0006120,GO:0005743,GO:0005747,GO:0005739,GO:0070469,GO:0051287,GO:0008137,GO:0048038,GO:0046872,GO:0051539
SMED3_DN856_c0_g1	GO:0034643,GO:0000266,GO:0016559,GO:0140572,GO:0000001,GO:0090149,GO:0007031,GO:0005741,GO:0005777,GO:0005874,GO:0005739,GO:0032153,GO:0005737,GO:0030479,GO:1990606,GO:0005525,GO:0008017
SMED3_DN8577_c0_g1	GO:0051028,GO:0006606,GO:0005634,GO:0005654,GO:0005635,GO:0031965,GO:0005643,GO:0005515
SMED3_DN8587_c0_g1	GO:0007030,GO:0005794,GO:0005886,GO:0016021,GO:0030366
SMED3_DN8588_c0_g2	GO:0006435,GO:0006412,GO:0008340,GO:0005737,GO:0004829,GO:0005524
SMED3_DN858_c0_g1	GO:1902404,GO:0051017,GO:0051764,GO:1903478,GO:0030036,GO:0110085,GO:0030864,GO:0042995,GO:0005737,GO:0005886,GO:0032432,GO:0003786,GO:0030674
SMED3_DN859_c0_g1	GO:0030198,GO:0006508,GO:0016020,GO:0005576,GO:0016021,GO:0004222,GO:0046872
SMED3_DN859_c0_g2	GO:0007165,GO:0034613,GO:0005634,GO:0032991,GO:0005737,GO:0005886,GO:0019897,GO:0020020,GO:0019900,GO:0042393
SMED3_DN8607_c0_g1	GO:0032543,GO:0017148,GO:0005762,GO:0005739,GO:0005840,GO:0003729,GO:0003735
SMED3_DN8640_c0_g1	GO:0033617,GO:0031314,GO:0005743,GO:0005739,GO:0005758,GO:0005507
SMED3_DN8643_c0_g1	GO:0106034,GO:0005737,GO:0005739,GO:0051537,GO:0046872
SMED3_DN8661_c0_g1	GO:0032418,GO:0060271,GO:0048471,GO:0036064,GO:0005737,GO:0005765,GO:0005764,GO:0030742
SMED3_DN8679_c0_g1	GO:0045893,GO:0005634,GO:0005730,GO:0005829,GO:0003677,GO:0003713,GO:0003729
SMED3_DN867_c0_g1	GO:0000422,GO:0019853,GO:0030308,GO:0008643,GO:0005634,GO:0005737,GO:0004341,GO:0005509
SMED3_DN8680_c0_g1	GO:0019220,GO:0061157,GO:0005737,GO:0003730,GO:1990247
SMED3_DN8693_c0_g1	GO:0006412,GO:0001732,GO:0002183,GO:0006446,GO:0005852,GO:0016282,GO:0033290,GO:0005737,GO:0003743,GO:0003723,GO:0031369
SMED3_DN8700_c0_g1	GO:0035249,GO:0035235,GO:0034220,GO:0060078,GO:0050965,GO:0120169,GO:0050804,GO:0045202,GO:0005886,GO:0016021,GO:0045211,GO:0004970,GO:1904315
SMED3_DN8712_c0_g1	GO:0010629,GO:0010760,GO:0061078,GO:0043406,GO:0045087,GO:0002906,GO:0031666,GO:0032760,GO:0001516,GO:0030890,GO:0048146,GO:0090238,GO:0061081,GO:0033033,GO:0007166,GO:0006954,GO:2000343,GO:0050918,GO:0070374,GO:0032269,GO:1902166,GO:0010739,GO:0050731,GO:0070207,GO:0043518,GO:0030330,GO:0033138,GO:0005576,GO:0005829,GO:0005654,GO:0005615,GO:0005737,GO:0005886,GO:0009986,GO:0005126,GO:0002020,GO:0042289,GO:0004167,GO:0042802,GO:0005125,GO:0042056,GO:0050178
